Solver,SeqSOR,CGSolver,BiCGSTABSolver,LoopSolver,SeqGS,GradientSolver,Precon,cells,post,pre,performance
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,50.0,1.0,0.0,13537.710714285713
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,3.0,5.0,9638.307857142854
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,52.0,2.0,6.0,10516.392857142857
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,53.0,4.0,6.0,9957.4675
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,53.0,1.0,3.0,10339.8925
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,52.0,4.0,2.0,10408.403571428573
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,51.0,4.0,0.0,9169.559285714286
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,53.0,4.0,4.0,9857.061428571427
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,51.0,1.0,6.0,9990.495
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,52.0,6.0,4.0,7264.461785714287
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,51.0,1.0,3.0,10055.060714285715
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,52.0,5.0,6.0,7813.935714285713
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,54.0,3.0,3.0,11320.871428571429
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,52.0,1.0,2.0,13067.021428571428
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,1.0,2.0,10059.7175
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,5.0,1.0,10805.814285714285
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,0.0,1.0,24285.678571428576
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,55.0,1.0,4.0,13243.407142857146
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,51.0,4.0,2.0,9158.330714285714
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,5.0,6.0,7258.0364285714295
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,51.0,5.0,0.0,7539.1278571428575
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,55.0,2.0,0.0,14550.160714285714
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,5.0,4.0,8441.657142857142
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,5.0,6.0,6773.457857142857
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,1.0,1.0,12123.77142857143
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,6.0,5.0,7851.342857142855
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,1.0,1.0,12579.121428571429
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,55.0,3.0,2.0,10595.842857142856
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,2.0,3.0,10881.846428571429
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,4.0,5.0,10809.282142857142
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,0.0,6.0,15188.375
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,51.0,5.0,1.0,9112.8925
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,52.0,1.0,3.0,9729.737500000001
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,51.0,6.0,5.0,6868.429999999999
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,50.0,0.0,6.0,11050.185714285715
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,51.0,4.0,5.0,6861.115000000001
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,51.0,2.0,0.0,9248.386785714287
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,50.0,2.0,1.0,8793.119285714285
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,5.0,5.0,7237.580714285715
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,6.0,0.0,10842.30357142857
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,55.0,6.0,2.0,10679.996428571425
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,51.0,1.0,3.0,9118.509285714284
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,51.0,1.0,1.0,9078.679642857143
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,3.0,5.0,10840.210714285715
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,2.0,1.0,8840.397142857142
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,27226.228571428568
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,51.0,6.0,2.0,7029.800714285715
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,55.0,6.0,6.0,8003.4846428571445
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,51.0,6.0,0.0,6890.2078571428565
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,54.0,6.0,5.0,7675.251428571429
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,52.0,4.0,0.0,9623.4025
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,51.0,6.0,6.0,6961.493214285714
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,5.0,5.0,10863.05357142857
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,55.0,3.0,0.0,10584.432142857142
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,51.0,4.0,4.0,7551.162500000001
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,54.0,6.0,4.0,10358.728571428572
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,54.0,0.0,6.0,16868.750000000004
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,6.0,1.0,10848.499999999998
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,53.0,4.0,6.0,10863.992857142857
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,55.0,1.0,3.0,10632.489285714288
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,52.0,6.0,2.0,7140.008214285714
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,53.0,6.0,5.0,7538.664285714286
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,53.0,6.0,5.0,9875.156071428572
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,51.0,1.0,1.0,11514.785714285712
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,52.0,4.0,0.0,9626.654285714287
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,53.0,5.0,6.0,9863.005357142858
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,1.0,4.0,12724.935714285715
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,54.0,0.0,3.0,12887.300000000003
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,1.0,12174.132142857143
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,5.0,1.0,10802.003571428571
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,51.0,3.0,4.0,9269.61642857143
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,1.0,1.0,10996.842857142856
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,51.0,3.0,6.0,6819.452142857143
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,55.0,1.0,5.0,10623.807142857146
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,5.0,6.0,8478.072857142857
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,2.0,6.0,10082.104642857143
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,53.0,1.0,3.0,13501.47857142857
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,50.0,3.0,3.0,8996.183571428573
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,51.0,5.0,6.0,10097.345
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,2.0,5.0,9969.915357142858
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,6.0,1.0,7519.952142857143
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,50.0,6.0,1.0,6656.536428571429
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,52.0,1.0,3.0,11967.707142857145
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,2.0,4.0,11281.067857142856
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,55.0,4.0,2.0,11804.782142857144
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,3.0,2.0,7452.554999999999
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,5.0,6.0,6575.885714285714
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,4.0,4.0,10878.082142857145
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,55.0,4.0,1.0,10579.528571428571
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,52.0,3.0,0.0,8712.978928571429
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55.0,6.0,2.0,8836.487857142854
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,6.0,1.0,7833.243214285712
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,54.0,3.0,3.0,11444.55
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,55.0,4.0,3.0,10546.846428571427
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,6.0,6.0,10798.110714285716
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,53.0,3.0,5.0,9961.509999999998
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,54.0,4.0,6.0,10259.8
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,53.0,6.0,4.0,9940.32035714286
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,53.0,5.0,6.0,9932.900714285714
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,5.0,3.0,8412.302857142857
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,55.0,4.0,4.0,11607.05357142857
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55.0,5.0,0.0,11601.757142857143
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,53.0,1.0,4.0,10776.578571428572
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,55.0,2.0,4.0,11612.600000000002
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,54.0,1.0,4.0,14046.178571428576
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,4.0,2.0,10070.67857142857
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,3.0,4.0,8934.921071428571
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,3.0,6.0,7852.420714285714
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,50.0,0.0,3.0,11076.653571428573
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,2.0,3.0,8782.966071428571
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,55.0,3.0,4.0,10568.86071428571
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,52.0,5.0,1.0,7931.466428571431
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,52.0,6.0,5.0,7824.954642857144
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,54.0,6.0,6.0,7800.356428571428
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,3.0,4.0,10018.720714285713
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,55.0,2.0,5.0,10644.107142857145
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,55.0,1.0,4.0,13235.121428571427
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,54.0,3.0,0.0,10420.028571428573
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,3.0,4.0,10787.539285714287
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,54.0,4.0,4.0,10204.114285714284
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,55.0,6.0,5.0,7918.338214285715
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,54.0,0.0,4.0,12952.239285714286
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,55.0,2.0,0.0,10636.585714285713
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,3.0,2.0,8908.751785714288
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,6.0,6.0,7873.813928571429
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,50.0,3.0,6.0,8820.959285714285
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,54.0,0.0,1.0,48364.63571428571
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,6.0,0.0,7825.00142857143
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,54.0,2.0,3.0,10434.667857142855
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,1.0,6.0,8905.152857142859
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,1.0,6.0,10448.025
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,53.0,4.0,4.0,10889.553571428574
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,55.0,2.0,6.0,10703.050000000001
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,54.0,4.0,2.0,10246.860714285716
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,51.0,4.0,1.0,10116.573928571432
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,52.0,3.0,5.0,10491.475000000002
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,4.0,0.0,7325.9349999999995
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,1.0,6.0,12628.97142857143
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,6.0,2.0,10945.210714285717
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,54.0,4.0,3.0,10312.175
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,5.0,2.0,10793.621428571429
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,52.0,6.0,4.0,7884.848571428572
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,1.0,2.0,12505.857142857143
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,3.0,3.0,11178.75
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,50.0,5.0,3.0,8855.005714285713
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,52.0,3.0,5.0,7495.692499999997
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,55.0,6.0,6.0,11671.774999999998
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,1.0,6.0,7241.799285714288
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,3.0,6.0,7368.388571428571
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,5.0,0.0,10808.017857142855
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,2.0,4.0,9615.622500000001
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,51.0,0.0,6.0,11520.953571428572
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,6.0,6.0,7332.303571428571
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,50.0,1.0,5.0,8825.814285714287
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,3.0,1.0,10000.75392857143
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,5.0,4.0,9618.492857142857
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,3.0,2.0,9968.660714285714
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,55.0,0.0,6.0,14640.821428571426
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,51.0,1.0,5.0,9092.014285714287
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,52.0,4.0,5.0,9702.8275
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,3.0,2.0,11330.1
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,51.0,0.0,2.0,15935.778571428575
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,55.0,2.0,0.0,14723.128571428566
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,3.0,5.0,11220.52142857143
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,51.0,5.0,0.0,9079.328214285715
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,55.0,0.0,4.0,17379.442857142854
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,55.0,5.0,4.0,10702.642857142857
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,0.0,6.0,13103.496428571429
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,51.0,5.0,2.0,6913.948928571425
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,50.0,6.0,2.0,6652.707142857143
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,4.0,4.0,10279.789642857142
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,54.0,6.0,5.0,10719.771428571426
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,53.0,4.0,5.0,9884.145
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,55.0,1.0,0.0,15933.132142857143
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,4.0,14411.41785714286
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,0.0,4.0,16231.982142857145
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,4.0,1.0,9972.018571428573
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,6.0,1.0,8441.93642857143
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,53.0,2.0,0.0,11090.357142857145
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,55.0,5.0,3.0,11588.914285714285
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,54.0,4.0,2.0,11201.671428571428
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,4.0,0.0,8784.214285714286
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,51.0,2.0,6.0,6875.359285714286
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,53.0,3.0,6.0,9951.681785714285
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,1.0,6.0,10850.482142857143
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,54.0,6.0,4.0,7785.062142857142
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,2.0,4.0,8980.808571428572
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,53.0,1.0,5.0,10247.902142857141
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,4.0,5.0,7397.181785714284
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,53.0,6.0,6.0,7439.380714285713
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,4.0,2.0,10008.475357142856
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,54.0,0.0,1.0,44749.767857142855
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,53.0,0.0,1.0,12554.989285714284
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,53.0,1.0,1.0,12471.20357142857
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,54.0,0.0,4.0,12760.171428571426
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,51.0,2.0,4.0,9158.7875
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,2.0,3.0,10573.439285714285
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,3.0,6.0,7480.575357142857
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,2.0,4.0,10804.346428571427
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,51.0,1.0,0.0,11391.135714285714
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,6.0,4.0,9709.593214285715
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,1.0,2.0,8756.160714285714
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55.0,6.0,4.0,8695.538214285714
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,55.0,1.0,4.0,14527.621428571427
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,55.0,2.0,0.0,14593.52142857143
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,6.0,4.0,9912.538928571428
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,52.0,5.0,3.0,7311.658928571431
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,53.0,5.0,5.0,9878.416428571427
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,1.0,6.0,9751.68607142857
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,52.0,2.0,6.0,9997.789642857142
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,51.0,1.0,2.0,11399.899999999998
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,0.0,5.0,15615.94642857143
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,51.0,6.0,4.0,6964.876785714287
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,2.0,0.0,13480.47857142857
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,51.0,3.0,2.0,10235.369285714287
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,2.0,3.0,9948.544285714288
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,53.0,5.0,0.0,10880.839285714286
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,50.0,3.0,4.0,8924.88892857143
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,1.0,1.0,13012.264285714282
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,4.0,4.0,7820.572142857144
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55.0,1.0,1.0,14473.492857142855
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,6.0,5.0,7360.243214285714
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,3.0,4.0,10099.802857142859
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,52.0,1.0,2.0,9549.211785714286
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,53.0,3.0,2.0,10800.882142857143
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,50.0,5.0,3.0,6733.858214285714
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,52.0,1.0,4.0,9601.835000000003
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,54.0,4.0,2.0,10231.860714285716
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,55.0,0.0,3.0,14606.892857142859
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,4.0,6.0,8432.337857142857
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,54.0,4.0,3.0,10295.667857142858
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,6.0,13720.239285714284
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55.0,2.0,4.0,11662.546428571428
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,1.0,5.0,8925.21892857143
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,53.0,4.0,3.0,7856.523571428573
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55.0,4.0,1.0,11635.821428571426
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,55.0,2.0,2.0,14536.871428571427
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,51.0,0.0,2.0,10067.975000000002
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,54.0,5.0,5.0,10569.714285714288
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,54.0,1.0,2.0,12821.521428571432
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,53.0,6.0,3.0,10937.828571428572
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,52.0,2.0,2.0,9560.767142857143
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,50.0,3.0,0.0,8809.896785714287
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,50.0,4.0,4.0,8836.482142857141
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,51.0,3.0,5.0,9152.130714285715
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,5.0,2.0,7265.456071428571
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55.0,0.0,5.0,14497.228571428572
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,53.0,1.0,5.0,10868.421428571428
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,3.0,5.0,6666.358214285714
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,55.0,5.0,6.0,11611.496428571427
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,51.0,2.0,6.0,10153.530357142858
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,50.0,2.0,0.0,8794.190357142857
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,0.0,1.0,18011.260714285716
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,5.0,1.0,7274.900357142856
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,52.0,5.0,4.0,7252.159285714285
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,53.0,3.0,1.0,10785.935714285717
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,53.0,2.0,2.0,10970.621428571429
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,6.0,2.0,7530.2235714285725
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,52.0,2.0,4.0,9619.466785714287
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,53.0,1.0,2.0,10148.724642857143
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,52.0,3.0,6.0,7272.307142857142
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,51.0,5.0,3.0,10084.324642857144
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,5.0,3.0,6646.764642857141
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,4.0,4.0,9680.549285714285
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,55.0,4.0,3.0,11588.153571428571
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,2.0,5.0,10413.925000000001
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,0.0,3.0,13509.739285714286
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,55.0,3.0,6.0,11746.550000000003
