HAVE_CRYPTO,HAVE_HASH,HAVE_REPLICATION,HAVE_VERIFY,HAVE_SEQUENCE,HAVE_STATISTICS,DIAGNOSTIC,PS1K,PS4K,PS8K,PS16K,PS32K,CS32MB,CS16MB,CS64MB,CS512MB,PERF
1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,10.74538376
1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,10.94271159
1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,10.74745926
1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,10.76239459
1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,10.93649951
1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,10.93799605
1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,10.72912464
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.368129487
1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,10.89249438
1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,10.74268547
1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,10.94762564
1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,10.72663069
1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,10.73962571
1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,10.91973362
1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,10.93051562
1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,10.75906169
1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,10.91935169
1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,10.7028349
1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.028609432
1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,10.90663063
1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,10.72237472
1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,10.75216162
1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,10.92611247
1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,10.92420889
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.485192872
0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.748528324
0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.496672974
0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.743754718
0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0.505779897
0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.386138333
0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0.498201923
0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0.760644846
0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0.747544923
0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.499730846
0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.747115538
0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0.505390179
0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0.745673
0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0.503794231
0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0.492907128
0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0.752509103
1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2.08058759
0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0.750832026
1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,10.74110482
1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,10.93023948
1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,10.75394131
1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,10.92514289
1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,10.73783418
1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,10.7327083
1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,10.89054357
1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,10.93955262
1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,10.7587161
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.52050541
1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,10.92139859
1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,10.75553567
1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,10.92684557
1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,10.73794241
1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,10.71840067
1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,10.93897147
1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,10.93631076
0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.509818923
0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.782270487
0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0.512283846
0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.570067128
0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0.790032359
0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0.516139872
0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0.518393359
0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0.776149769
0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0.776953641
1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,10.71703016
1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,10.91855879
1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,10.74763843
1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,10.96775018
1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,10.72276818
0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.367106077
1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,10.73858795
1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,10.95496989
1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,10.90606135
0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0.517185487
0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0.755023737
0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0.520435333
0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0.76623759
1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,10.75116823
1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,10.74892169
1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,10.93623945
1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2.042111205
0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.393820026
1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,10.94005484
0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0.52268659
0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0.759230103
1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,10.74201554
1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,10.92417518
0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0.521863872
1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,10.75344265
0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0.757554359
1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,10.91686424
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.480289821
1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3.254886564
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.498180564
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.511676316
0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.498571641
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.500653205
0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0.499725103
0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.505930923
0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0.498075436
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.50964341
0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0.510278769
0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0.512519487
1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2.043632769
0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0.518193949
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.523740154
0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0.522803615
0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0.518411053
0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0.525377795
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.485939179
0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.499176795
0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0.507866538
0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0.497518821
0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.505544744
1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,3.28505
0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0.515384821
0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0.510183385
0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0.519248872
0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.501216333
0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0.500773615
0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0.512971872
0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0.518332103
0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0.505772256
0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0.522667026
0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0.493295462
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2.065326769
0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0.520384974
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.750865128
0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.743481658
0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.753704718
0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.748520211
0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.732578179
0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0.738733895
0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.747907718
0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0.746961846
0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.750266487
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.534583359
0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.749383974
0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.740263103
0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0.751350389
0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0.761916
0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0.74373959
0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0.748157872
0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0.754564154
0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.772413872
0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0.774695026
0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.773246769
0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0.581893308
0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0.7843835
0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.779995
0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0.784632421
0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0.783604667
0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0.775283282
0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0.752823641
0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0.765605718
0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0.753086667
0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0.759668718
0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0.757227436
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3.209706256
0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0.756648282
0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0.749568744
0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0.752955763
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10.75152351
1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,10.76325432
1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,10.74399985
1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,10.75635941
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,10.75633178
1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,10.74710292
1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,10.73199077
1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,3.279689128
1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,10.723519
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,10.74228897
1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,10.72787871
1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,10.70164267
1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,10.71526779
1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,10.72950518
1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,10.70338887
1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,10.73781577
1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,10.74896131
1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10.91508582
0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0.527254487
1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,10.93460194
1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,10.92219408
1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,10.91288179
1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,10.95426658
1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,10.95625863
1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,10.92663874
1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,10.94561263
1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,10.89367074
1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,10.92940353
1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,10.90126353
1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,3.286479333
1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,3.225139026
1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,10.939225
1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,10.91810426
1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,10.91623082
1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,10.90369734
1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,10.89181905
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10.7399239
1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,10.74095956
1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,10.75194624
1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,10.75878918
1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,10.75596192
0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0.578862897
1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,10.73521977
1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,10.74807693
1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,10.74186554
1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10.93008946
1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,10.93519018
1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,10.91766595
1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,10.95195554
1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,10.90057685
1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,10.90222324
1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,10.91888644
1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,3.285200897
1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,10.92018342
1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,10.71849197
1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,10.73789949
1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,10.71608914
1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,10.71853913
1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,10.92414672
1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,10.94501723
1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,10.9552368
1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,10.93825216
1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,10.74223392
0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.370124744
1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,10.73809084
1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,10.91546045
1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,10.94146097
1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,10.73446403
1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,10.92266743
1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,10.727516
1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,10.92846305
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.617643846
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.256943513
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.631542692
0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0.384385692
0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.261008054
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.643458308
0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0.630553795
0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.254275474
0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1.242679641
0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.633665897
0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.241584763
0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0.630504846
0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.251503513
0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0.638332128
0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0.355221462
0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0.627514842
0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1.251462282
0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1.249853575
0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.634213026
0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.307646973
0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.640399923
0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1.31121941
0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0.638432769
0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0.643212744
0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1.258510513
0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0.387198436
0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1.273340316
0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0.657110923
0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1.308066368
0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0.647043026
0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1.277499692
0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0.65416459
0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0.649239513
0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1.308342872
0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1.255433026
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.618145462
1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2.034242769
0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.256648103
0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.633223385
0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1.2577545
0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0.640325231
0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0.628673333
0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.267507692
0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1.247994846
0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.636637256
0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1.31052259
0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0.643523231
1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2.039036923
0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1.309712211
0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.645878385
0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0.648949487
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1.31637441
0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1.305505179
0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0.630715769
0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.254563359
0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0.633150947
0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1.262034872
0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.636073359
1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2.087765026
0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0.638856789
0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1.261119308
0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1.255795154
0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0.631494641
0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1.257169324
0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0.643477385
0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1.266451205
0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0.623675923
0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0.641178692
0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1.268562684
1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2.066136667
1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2.085281026
0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1.257519872
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20.00333023
1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21.25651895
1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,19.98236192
1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,21.2449133
1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,19.96453114
1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,20.03185895
1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,21.26396933
1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,21.27680149
1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,19.97460374
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.504412667
1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,21.21881067
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,20.01243382
1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,21.22654941
1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,20.00140869
1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,19.99622813
1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,21.27061805
1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,21.23893397
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,20.02572924
1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,21.29130263
1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,20.00283008
0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.569262564
1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,21.26518723
1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,19.98443711
1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,20.00938011
1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,21.21916692
1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,21.30905967
1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,19.98478872
1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,21.23950424
1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,19.97700867
1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,21.23429379
1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,20.02073695
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3.246203385
1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,19.97347408
1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,21.26290716
1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,21.29318582
1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,19.96091126
1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,21.26558434
1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,19.96454008
1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,21.28644432
1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,19.99731785
1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,19.99732089
1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,21.28421035
1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,3.276821179
1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,21.24579248
1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,19.97014049
1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,21.24809367
1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,19.92613431
1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,21.29849746
1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,19.99040613
1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,19.95318238
1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,21.27128333
1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,21.24882514
1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,19.91290885
0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.369515158
1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,21.19271616
1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,19.90854851
