no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref_1,ref_5,ref_9,PERF
1,0,0,1,0,0,1,0,1,0,0,1,0,493.44
1,1,0,1,0,0,1,0,1,0,0,1,0,486.57
1,0,1,1,0,0,1,0,1,0,0,1,0,494.267
1,1,1,1,0,0,1,0,1,0,0,1,0,487.057
1,0,0,0,1,0,0,0,1,0,0,1,0,492.307
1,0,1,0,1,0,0,0,1,0,0,1,0,494.233
1,0,0,1,1,0,0,0,1,0,0,1,0,543.463
1,0,1,1,1,0,0,0,1,0,0,1,0,544.74
1,0,0,0,1,0,1,0,1,0,0,1,0,492.353
1,0,0,1,1,0,1,0,1,0,0,1,0,543.217
1,0,1,0,1,0,1,0,1,0,0,1,0,493.71
1,0,1,1,1,0,1,0,1,0,0,1,0,544.75
1,1,0,0,1,0,0,0,1,0,0,1,0,485.477
1,1,1,0,1,0,0,0,1,0,0,1,0,487.01
1,1,0,0,1,0,1,0,1,0,0,1,0,485.523
1,1,1,0,1,0,1,0,1,0,0,1,0,486.827
1,1,0,1,1,0,0,0,1,0,0,1,0,535.8
1,1,0,1,1,0,1,0,1,0,0,1,0,535.86
1,1,1,1,1,0,0,0,1,0,0,1,0,537.143
1,1,1,1,1,0,1,0,1,0,0,1,0,536.877
1,0,0,0,0,1,0,0,1,0,0,1,0,369.81
1,0,1,0,0,1,0,0,1,0,0,1,0,368.987
1,0,0,1,0,1,0,0,1,0,0,1,0,433.86
1,0,1,1,0,1,0,0,1,0,0,1,0,433
1,1,0,0,0,1,0,0,1,0,0,1,0,364.76
1,1,0,1,0,1,0,0,1,0,0,1,0,428.413
1,1,1,0,0,1,0,0,1,0,0,1,0,363.937
1,1,1,1,0,1,0,0,1,0,0,1,0,427.243
1,0,0,0,1,1,0,0,1,0,0,1,0,414.847
1,0,1,0,1,1,0,0,1,0,0,1,0,414.173
1,1,0,0,1,1,0,0,1,0,0,1,0,408.75
1,1,1,0,1,1,0,0,1,0,0,1,0,408.073
1,0,0,1,1,1,0,0,1,0,0,1,0,463.39
1,1,0,1,1,1,0,0,1,0,0,1,0,456.707
1,0,1,1,1,1,0,0,1,0,0,1,0,462.57
1,1,1,1,1,1,0,0,1,0,0,1,0,455.68
1,0,0,0,0,1,1,0,1,0,0,1,0,369.463
1,0,1,0,0,1,1,0,1,0,0,1,0,368.63
1,0,0,1,0,1,1,0,1,0,0,1,0,433.693
1,0,1,1,0,1,1,0,1,0,0,1,0,432.77
1,0,0,0,1,1,1,0,1,0,0,1,0,414.687
1,0,0,1,1,1,1,0,1,0,0,1,0,463.347
1,0,1,0,1,1,1,0,1,0,0,1,0,413.88
1,0,1,1,1,1,1,0,1,0,0,1,0,462.437
1,1,0,0,0,1,1,0,1,0,0,1,0,364.347
1,1,1,0,0,1,1,0,1,0,0,1,0,363.56
1,1,0,0,1,1,1,0,1,0,0,1,0,408.617
1,1,1,0,1,1,1,0,1,0,0,1,0,407.687
1,1,0,1,0,1,1,0,1,0,0,1,0,428.16
1,1,0,1,1,1,1,0,1,0,0,1,0,456.363
1,1,1,1,0,1,1,0,1,0,0,1,0,427.06
1,1,1,1,1,1,1,0,1,0,0,1,0,455.4
0,0,0,0,0,0,0,0,0,1,0,1,0,445.577
0,0,1,0,0,0,0,0,0,1,0,1,0,447.627
0,0,0,1,0,0,0,0,0,1,0,1,0,516.767
0,0,1,1,0,0,0,0,0,1,0,1,0,518.8
0,1,0,0,0,0,0,0,0,1,0,1,0,439.107
0,1,0,1,0,0,0,0,0,1,0,1,0,508.983
0,1,1,0,0,0,0,0,0,1,0,1,0,440.673
0,1,1,1,0,0,0,0,0,1,0,1,0,510.21
0,0,0,0,0,0,1,0,0,1,0,1,0,445.487
0,0,1,0,0,0,1,0,0,1,0,1,0,447.647
0,1,0,0,0,0,1,0,0,1,0,1,0,439.02
0,1,1,0,0,0,1,0,0,1,0,1,0,440.41
0,0,0,1,0,0,1,0,0,1,0,1,0,516.587
0,1,0,1,0,0,1,0,0,1,0,1,0,508.547
0,0,1,1,0,0,1,0,0,1,0,1,0,518.567
0,1,1,1,0,0,1,0,0,1,0,1,0,509.803
0,0,0,0,0,1,0,0,0,1,0,1,0,384.197
0,0,1,0,0,1,0,0,0,1,0,1,0,383.26
0,0,0,1,0,1,0,0,0,1,0,1,0,450.157
0,0,1,1,0,1,0,0,0,1,0,1,0,449.383
0,0,0,0,0,1,1,0,0,1,0,1,0,383.89
0,0,0,1,0,1,1,0,0,1,0,1,0,450.13
0,0,1,0,0,1,1,0,0,1,0,1,0,382.98
0,0,1,1,0,1,1,0,0,1,0,1,0,449.03
0,1,0,0,0,1,0,0,0,1,0,1,0,381.403
0,1,1,0,0,1,0,0,0,1,0,1,0,380.527
0,1,0,0,0,1,1,0,0,1,0,1,0,381.213
0,1,1,0,0,1,1,0,0,1,0,1,0,380.18
0,1,0,1,0,1,0,0,0,1,0,1,0,446.64
0,1,0,1,0,1,1,0,0,1,0,1,0,446.63
0,1,1,1,0,1,0,0,0,1,0,1,0,445.667
0,1,1,1,0,1,1,0,0,1,0,1,0,445.213
1,0,0,0,0,0,0,0,0,1,0,1,0,426.417
1,0,1,0,0,0,0,0,0,1,0,1,0,428.027
1,0,0,1,0,0,0,0,0,1,0,1,0,494.597
1,0,1,1,0,0,0,0,0,1,0,1,0,495.56
1,1,0,0,0,0,0,0,0,1,0,1,0,419.7
1,1,0,1,0,0,0,0,0,1,0,1,0,487.737
1,1,1,0,0,0,0,0,0,1,0,1,0,421.113
1,1,1,1,0,0,0,0,0,1,0,1,0,488.773
1,0,0,0,0,1,0,0,0,1,0,1,0,370.77
1,0,1,0,0,1,0,0,0,1,0,1,0,369.68
1,1,0,0,0,1,0,0,0,1,0,1,0,365.903
1,1,1,0,0,1,0,0,0,1,0,1,0,365.04
1,0,0,1,0,1,0,0,0,1,0,1,0,434.97
1,1,0,1,0,1,0,0,0,1,0,1,0,429.643
1,0,1,1,0,1,0,0,0,1,0,1,0,433.913
1,1,1,1,0,1,0,0,0,1,0,1,0,428.263
1,0,0,0,0,0,1,0,0,1,0,1,0,425.873
1,0,1,0,0,0,1,0,0,1,0,1,0,427.797
1,0,0,1,0,0,1,0,0,1,0,1,0,494.32
1,0,1,1,0,0,1,0,0,1,0,1,0,495.45
1,0,0,0,0,1,1,0,0,1,0,1,0,370.557
1,0,0,1,0,1,1,0,0,1,0,1,0,434.643
1,0,1,0,0,1,1,0,0,1,0,1,0,369.617
1,0,1,1,0,1,1,0,0,1,0,1,0,433.927
1,1,0,0,0,0,1,0,0,1,0,1,0,419.397
1,1,1,0,0,0,1,0,0,1,0,1,0,420.683
1,1,0,0,0,1,1,0,0,1,0,1,0,365.443
1,1,1,0,0,1,1,0,0,1,0,1,0,364.497
1,1,0,1,0,0,1,0,0,1,0,1,0,487.583
1,1,0,1,0,1,1,0,0,1,0,1,0,429.257
1,1,1,1,0,0,1,0,0,1,0,1,0,488.26
1,1,1,1,0,1,1,0,0,1,0,1,0,428.157
0,0,0,0,1,0,0,0,0,1,0,1,0,519.413
0,0,1,0,1,0,0,0,0,1,0,1,0,521.98
0,0,0,1,1,0,0,0,0,1,0,1,0,571.51
0,0,1,1,1,0,0,0,0,1,0,1,0,573.757
0,1,0,0,1,0,0,0,0,1,0,1,0,511.373
0,1,0,1,1,0,0,0,0,1,0,1,0,562.923
0,1,1,0,1,0,0,0,0,1,0,1,0,513.523
0,1,1,1,1,0,0,0,0,1,0,1,0,564.167
0,0,0,0,1,0,1,0,0,1,0,1,0,518.96
0,0,1,0,1,0,1,0,0,1,0,1,0,521.51
0,1,0,0,1,0,1,0,0,1,0,1,0,511.407
0,1,1,0,1,0,1,0,0,1,0,1,0,512.773
0,0,0,1,1,0,1,0,0,1,0,1,0,571.473
0,1,0,1,1,0,1,0,0,1,0,1,0,562.187
0,0,1,1,1,0,1,0,0,1,0,1,0,573.24
0,1,1,1,1,0,1,0,0,1,0,1,0,564.147
1,0,0,0,1,0,0,0,0,1,0,1,0,492.367
1,0,1,0,1,0,0,0,0,1,0,1,0,494.34
1,0,0,1,1,0,0,0,0,1,0,1,0,543.523
1,0,1,1,1,0,0,0,0,1,0,1,0,544.823
1,0,0,0,1,0,1,0,0,1,0,1,0,492.36
1,0,0,1,1,0,1,0,0,1,0,1,0,543.083
1,0,1,0,1,0,1,0,0,1,0,1,0,493.703
1,0,1,1,1,0,1,0,0,1,0,1,0,544.58
1,1,0,0,1,0,0,0,0,1,0,1,0,485.59
1,1,1,0,1,0,0,0,0,1,0,1,0,486.973
1,1,0,0,1,0,1,0,0,1,0,1,0,485.437
1,1,1,0,1,0,1,0,0,1,0,1,0,487.117
1,1,0,1,1,0,0,0,0,1,0,1,0,535.707
1,1,0,1,1,0,1,0,0,1,0,1,0,535.553
1,1,1,1,1,0,0,0,0,1,0,1,0,537.113
1,1,1,1,1,0,1,0,0,1,0,1,0,536.85
0,0,0,0,1,1,0,0,0,1,0,1,0,433.223
0,0,1,0,1,1,0,0,0,1,0,1,0,432.757
0,0,0,1,1,1,0,0,0,1,0,1,0,482.817
0,0,1,1,1,1,0,0,0,1,0,1,0,482.377
0,1,0,0,1,1,0,0,0,1,0,1,0,428.373
0,1,0,1,1,1,0,0,0,1,0,1,0,476.863
0,1,1,0,1,1,0,0,0,1,0,1,0,427.793
0,1,1,1,1,1,0,0,0,1,0,1,0,476.31
1,0,0,0,1,1,0,0,0,1,0,1,0,414.997
1,0,1,0,1,1,0,0,0,1,0,1,0,414.243
1,1,0,0,1,1,0,0,0,1,0,1,0,408.683
1,1,1,0,1,1,0,0,0,1,0,1,0,407.99
1,0,0,1,1,1,0,0,0,1,0,1,0,463.31
1,1,0,1,1,1,0,0,0,1,0,1,0,456.617
1,0,1,1,1,1,0,0,0,1,0,1,0,462.74
1,1,1,1,1,1,0,0,0,1,0,1,0,455.72
0,0,0,0,1,1,1,0,0,1,0,1,0,433.213
0,0,1,0,1,1,1,0,0,1,0,1,0,432.677
0,0,0,1,1,1,1,0,0,1,0,1,0,482.64
0,0,1,1,1,1,1,0,0,1,0,1,0,482.08
1,0,0,0,1,1,1,0,0,1,0,1,0,414.67
1,0,0,1,1,1,1,0,0,1,0,1,0,463.5
1,0,1,0,1,1,1,0,0,1,0,1,0,413.913
1,0,1,1,1,1,1,0,0,1,0,1,0,462.5
0,1,0,0,1,1,1,0,0,1,0,1,0,428.02
0,1,1,0,1,1,1,0,0,1,0,1,0,427.52
1,1,0,0,1,1,1,0,0,1,0,1,0,408.607
1,1,1,0,1,1,1,0,0,1,0,1,0,407.763
0,1,0,1,1,1,1,0,0,1,0,1,0,476.9
1,1,0,1,1,1,1,0,0,1,0,1,0,456.437
0,1,1,1,1,1,1,0,0,1,0,1,0,476.093
1,1,1,1,1,1,1,0,0,1,0,1,0,455.513
0,0,0,0,0,0,0,1,0,0,0,1,0,442.25
0,0,0,1,0,0,0,1,0,0,0,1,0,514.17
0,1,0,0,0,0,0,1,0,0,0,1,0,436.117
0,1,0,1,0,0,0,1,0,0,0,1,0,505.857
0,0,0,0,0,0,1,1,0,0,0,1,0,442.547
0,1,0,0,0,0,1,1,0,0,0,1,0,435.977
0,0,0,1,0,0,1,1,0,0,0,1,0,513.53
0,1,0,1,0,0,1,1,0,0,0,1,0,505.637
0,0,0,0,0,1,0,1,0,0,0,1,0,381.123
0,0,0,1,0,1,0,1,0,0,0,1,0,447.423
0,0,0,0,0,1,1,1,0,0,0,1,0,380.84
0,0,0,1,0,1,1,1,0,0,0,1,0,447.137
0,1,0,0,0,1,0,1,0,0,0,1,0,378.417
0,1,0,0,0,1,1,1,0,0,0,1,0,378.283
0,1,0,1,0,1,0,1,0,0,0,1,0,443.92
0,1,0,1,0,1,1,1,0,0,0,1,0,443.647
0,0,0,0,1,0,0,1,0,0,0,1,0,519.587
0,0,0,1,1,0,0,1,0,0,0,1,0,571.567
0,1,0,0,1,0,0,1,0,0,0,1,0,511.693
0,1,0,1,1,0,0,1,0,0,0,1,0,562.57
0,0,0,0,1,1,0,1,0,0,0,1,0,433.223
0,1,0,0,1,1,0,1,0,0,0,1,0,428.427
0,0,0,1,1,1,0,1,0,0,0,1,0,482.903
0,1,0,1,1,1,0,1,0,0,0,1,0,476.997
0,0,0,0,1,0,1,1,0,0,0,1,0,519.027
0,0,0,1,1,0,1,1,0,0,0,1,0,571.35
0,0,0,0,1,1,1,1,0,0,0,1,0,433.267
0,0,0,1,1,1,1,1,0,0,0,1,0,482.59
0,1,0,0,1,0,1,1,0,0,0,1,0,511.48
0,1,0,0,1,1,1,1,0,0,0,1,0,428.083
0,1,0,1,1,0,1,1,0,0,0,1,0,562.183
0,1,0,1,1,1,1,1,0,0,0,1,0,476.937
0,0,1,0,0,0,0,1,0,0,0,1,0,444.71
0,0,1,1,0,0,0,1,0,0,0,1,0,516.22
0,1,1,0,0,0,0,1,0,0,0,1,0,437.92
0,1,1,1,0,0,0,1,0,0,0,1,0,507.403
0,0,1,0,0,0,1,1,0,0,0,1,0,444.52
0,1,1,0,0,0,1,1,0,0,0,1,0,437.483
0,0,1,1,0,0,1,1,0,0,0,1,0,515.687
0,1,1,1,0,0,1,1,0,0,0,1,0,506.93
0,0,1,0,1,0,0,1,0,0,0,1,0,521.7
0,0,1,1,1,0,0,1,0,0,0,1,0,573.653
0,0,1,0,1,0,1,1,0,0,0,1,0,521.443
0,0,1,1,1,0,1,1,0,0,0,1,0,573.46
0,1,1,0,1,0,0,1,0,0,0,1,0,513.233
0,1,1,0,1,0,1,1,0,0,0,1,0,512.87
0,1,1,1,1,0,0,1,0,0,0,1,0,564.093
0,1,1,1,1,0,1,1,0,0,0,1,0,564.063
0,0,1,0,0,1,0,1,0,0,0,1,0,380.147
0,0,1,1,0,1,0,1,0,0,0,1,0,446.68
0,1,1,0,0,1,0,1,0,0,0,1,0,377.83
0,1,1,1,0,1,0,1,0,0,0,1,0,442.81
0,0,1,0,1,1,0,1,0,0,0,1,0,432.773
0,1,1,0,1,1,0,1,0,0,0,1,0,427.66
0,0,1,1,1,1,0,1,0,0,0,1,0,482.373
0,1,1,1,1,1,0,1,0,0,0,1,0,476.223
0,0,1,0,0,1,1,1,0,0,0,1,0,380.1
0,0,1,1,0,1,1,1,0,0,0,1,0,446.25
0,0,1,0,1,1,1,1,0,0,0,1,0,432.723
0,0,1,1,1,1,1,1,0,0,0,1,0,482.083
0,1,1,0,0,1,1,1,0,0,0,1,0,377.503
0,1,1,0,1,1,1,1,0,0,0,1,0,427.493
0,1,1,1,0,1,1,1,0,0,0,1,0,442.5
0,1,1,1,1,1,1,1,0,0,0,1,0,476.1
1,0,0,0,0,0,0,1,0,0,0,1,0,423.077
1,0,0,1,0,0,0,1,0,0,0,1,0,492.127
1,1,0,0,0,0,0,1,0,0,0,1,0,416.887
1,1,0,1,0,0,0,1,0,0,0,1,0,484.853
1,0,0,0,0,0,1,1,0,0,0,1,0,422.647
1,1,0,0,0,0,1,1,0,0,0,1,0,416.263
1,0,0,1,0,0,1,1,0,0,0,1,0,491.687
1,1,0,1,0,0,1,1,0,0,0,1,0,484.29
1,0,0,0,0,1,0,1,0,0,0,1,0,367.963
1,0,0,1,0,1,0,1,0,0,0,1,0,432.143
1,0,0,0,0,1,1,1,0,0,0,1,0,367.543
1,0,0,1,0,1,1,1,0,0,0,1,0,432.03
1,1,0,0,0,1,0,1,0,0,0,1,0,362.627
1,1,0,0,0,1,1,1,0,0,0,1,0,362.613
1,1,0,1,0,1,0,1,0,0,0,1,0,426.527
1,1,0,1,0,1,1,1,0,0,0,1,0,426.443
1,0,1,0,0,0,0,1,0,0,0,1,0,425.063
1,0,1,1,0,0,0,1,0,0,0,1,0,493.307
1,1,1,0,0,0,0,1,0,0,0,1,0,418.19
1,1,1,1,0,0,0,1,0,0,0,1,0,485.537
1,0,1,0,0,1,0,1,0,0,0,1,0,367.067
1,1,1,0,0,1,0,1,0,0,0,1,0,362.037
1,0,1,1,0,1,0,1,0,0,0,1,0,431
1,1,1,1,0,1,0,1,0,0,0,1,0,425.247
1,0,1,0,0,0,1,1,0,0,0,1,0,424.49
1,0,1,1,0,0,1,1,0,0,0,1,0,492.663
1,0,1,0,0,1,1,1,0,0,0,1,0,366.837
1,0,1,1,0,1,1,1,0,0,0,1,0,430.697
1,1,1,0,0,0,1,1,0,0,0,1,0,417.633
1,1,1,0,0,1,1,1,0,0,0,1,0,361.703
1,1,1,1,0,0,1,1,0,0,0,1,0,485.35
1,1,1,1,0,1,1,1,0,0,0,1,0,424.89
1,0,0,0,1,0,0,1,0,0,0,1,0,492.623
1,0,0,1,1,0,0,1,0,0,0,1,0,543.59
1,1,0,0,1,0,0,1,0,0,0,1,0,485.66
1,1,0,1,1,0,0,1,0,0,0,1,0,535.627
1,0,0,0,1,0,1,1,0,0,0,1,0,492.267
1,1,0,0,1,0,1,1,0,0,0,1,0,485.583
1,0,0,1,1,0,1,1,0,0,0,1,0,543.03
1,1,0,1,1,0,1,1,0,0,0,1,0,535.697
1,0,1,0,1,0,0,1,0,0,0,1,0,494.257
1,0,1,1,1,0,0,1,0,0,0,1,0,545.017
1,0,1,0,1,0,1,1,0,0,0,1,0,493.987
1,0,1,1,1,0,1,1,0,0,0,1,0,544.507
1,1,1,0,1,0,0,1,0,0,0,1,0,487.09
1,1,1,0,1,0,1,1,0,0,0,1,0,486.817
1,1,1,1,1,0,0,1,0,0,0,1,0,537.153
1,1,1,1,1,0,1,1,0,0,0,1,0,536.95
1,0,0,0,1,1,0,1,0,0,0,1,0,414.833
1,0,0,1,1,1,0,1,0,0,0,1,0,463.24
1,1,0,0,1,1,0,1,0,0,0,1,0,408.84
1,1,0,1,1,1,0,1,0,0,0,1,0,456.74
1,0,1,0,1,1,0,1,0,0,0,1,0,414.23
1,1,1,0,1,1,0,1,0,0,0,1,0,408.07
1,0,1,1,1,1,0,1,0,0,0,1,0,462.627
1,1,1,1,1,1,0,1,0,0,0,1,0,455.64
1,0,0,0,1,1,1,1,0,0,0,1,0,414.737
1,0,0,1,1,1,1,1,0,0,0,1,0,463.363
1,0,1,0,1,1,1,1,0,0,0,1,0,414.033
1,0,1,1,1,1,1,1,0,0,0,1,0,462.473
1,1,0,0,1,1,1,1,0,0,0,1,0,408.627
1,1,1,0,1,1,1,1,0,0,0,1,0,407.757
1,1,0,1,1,1,1,1,0,0,0,1,0,456.37
1,1,1,1,1,1,1,1,0,0,0,1,0,455.493
0,0,0,0,0,0,0,1,0,0,0,0,1,611.043
0,0,0,1,0,0,0,1,0,0,0,0,1,740.21
0,1,0,0,0,0,0,1,0,0,0,0,1,602.713
0,1,0,1,0,0,0,1,0,0,0,0,1,730.01
0,0,0,0,0,0,1,1,0,0,0,0,1,610.823
0,1,0,0,0,0,1,1,0,0,0,0,1,601.59
0,0,0,1,0,0,1,1,0,0,0,0,1,739.903
0,1,0,1,0,0,1,1,0,0,0,0,1,729.3
0,0,0,0,0,1,0,1,0,0,0,0,1,510.01
0,0,0,1,0,1,0,1,0,0,0,0,1,631.043
0,0,0,0,0,1,1,1,0,0,0,0,1,509.523
0,0,0,1,0,1,1,1,0,0,0,0,1,630.577
0,1,0,0,0,1,0,1,0,0,0,0,1,507.247
0,1,0,0,0,1,1,1,0,0,0,0,1,506.88
0,1,0,1,0,1,0,1,0,0,0,0,1,627.053
0,1,0,1,0,1,1,1,0,0,0,0,1,627.113
0,0,0,0,1,0,0,1,0,0,0,0,1,721.487
0,0,0,1,1,0,0,1,0,0,0,0,1,817.793
0,1,0,0,1,0,0,1,0,0,0,0,1,712.743
0,1,0,1,1,0,0,1,0,0,0,0,1,807.333
0,0,0,0,1,1,0,1,0,0,0,0,1,580.737
0,1,0,0,1,1,0,1,0,0,0,0,1,576.54
0,0,0,1,1,1,0,1,0,0,0,0,1,672.373
0,1,0,1,1,1,0,1,0,0,0,0,1,666.553
0,0,0,0,1,0,1,1,0,0,0,0,1,721.757
0,0,0,1,1,0,1,1,0,0,0,0,1,817.34
0,0,0,0,1,1,1,1,0,0,0,0,1,580.73
0,0,0,1,1,1,1,1,0,0,0,0,1,672.137
0,1,0,0,1,0,1,1,0,0,0,0,1,712.81
0,1,0,0,1,1,1,1,0,0,0,0,1,576.217
0,1,0,1,1,0,1,1,0,0,0,0,1,807.017
0,1,0,1,1,1,1,1,0,0,0,0,1,666.25
1,0,0,0,0,0,0,1,0,0,0,0,1,585.35
1,0,0,1,0,0,0,1,0,0,0,0,1,711.233
1,1,0,0,0,0,0,1,0,0,0,0,1,579.177
1,1,0,1,0,0,0,1,0,0,0,0,1,704.22
1,0,0,0,0,0,1,1,0,0,0,0,1,584.82
1,1,0,0,0,0,1,1,0,0,0,0,1,579.023
1,0,0,1,0,0,1,1,0,0,0,0,1,711.293
1,1,0,1,0,0,1,1,0,0,0,0,1,703.5
1,0,0,0,1,0,0,1,0,0,0,0,1,687.39
1,0,0,1,1,0,0,1,0,0,0,0,1,780.93
1,0,0,0,1,0,1,1,0,0,0,0,1,687.093
1,0,0,1,1,0,1,1,0,0,0,0,1,780.657
1,1,0,0,1,0,0,1,0,0,0,0,1,680.647
1,1,0,0,1,0,1,1,0,0,0,0,1,680.617
1,1,0,1,1,0,0,1,0,0,0,0,1,773.67
1,1,0,1,1,0,1,1,0,0,0,0,1,773.277
1,0,0,0,0,1,0,1,0,0,0,0,1,496.893
1,0,0,1,0,1,0,1,0,0,0,0,1,615.337
1,1,0,0,0,1,0,1,0,0,0,0,1,491.52
1,1,0,1,0,1,0,1,0,0,0,0,1,609.33
1,0,0,0,1,1,0,1,0,0,0,0,1,561.927
1,1,0,0,1,1,0,1,0,0,0,0,1,556.513
1,0,0,1,1,1,0,1,0,0,0,0,1,652.467
1,1,0,1,1,1,0,1,0,0,0,0,1,645.447
1,0,0,0,0,1,1,1,0,0,0,0,1,496.23
1,0,0,1,0,1,1,1,0,0,0,0,1,615.057
1,0,0,0,1,1,1,1,0,0,0,0,1,561.96
1,0,0,1,1,1,1,1,0,0,0,0,1,652.55
1,1,0,0,0,1,1,1,0,0,0,0,1,491.237
1,1,0,0,1,1,1,1,0,0,0,0,1,556.327
1,1,0,1,0,1,1,1,0,0,0,0,1,608.997
1,1,0,1,1,1,1,1,0,0,0,0,1,645.377
0,0,1,0,0,0,0,1,0,0,0,0,1,615.287
0,0,1,1,0,0,0,1,0,0,0,0,1,743.163
0,1,1,0,0,0,0,1,0,0,0,0,1,605.273
0,1,1,1,0,0,0,1,0,0,0,0,1,732.007
0,0,1,0,0,0,1,1,0,0,0,0,1,614.57
0,1,1,0,0,0,1,1,0,0,0,0,1,604.917
0,0,1,1,0,0,1,1,0,0,0,0,1,743.123
0,1,1,1,0,0,1,1,0,0,0,0,1,731.193
0,0,1,0,0,1,0,1,0,0,0,0,1,508.71
0,0,1,1,0,1,0,1,0,0,0,0,1,629.62
0,0,1,0,0,1,1,1,0,0,0,0,1,508.423
0,0,1,1,0,1,1,1,0,0,0,0,1,629.39
0,1,1,0,0,1,0,1,0,0,0,0,1,506.36
0,1,1,0,0,1,1,1,0,0,0,0,1,506.223
0,1,1,1,0,1,0,1,0,0,0,0,1,625.797
0,1,1,1,0,1,1,1,0,0,0,0,1,625.71
1,0,1,0,0,0,0,1,0,0,0,0,1,588.673
1,0,1,1,0,0,0,1,0,0,0,0,1,713.673
1,1,1,0,0,0,0,1,0,0,0,0,1,581.407
1,1,1,1,0,0,0,1,0,0,0,0,1,705.453
1,0,1,0,0,1,0,1,0,0,0,0,1,495.723
1,1,1,0,0,1,0,1,0,0,0,0,1,490.473
1,0,1,1,0,1,0,1,0,0,0,0,1,613.763
1,1,1,1,0,1,0,1,0,0,0,0,1,607.627
1,0,1,0,0,0,1,1,0,0,0,0,1,588.67
1,0,1,1,0,0,1,1,0,0,0,0,1,713.39
1,0,1,0,0,1,1,1,0,0,0,0,1,495.49
1,0,1,1,0,1,1,1,0,0,0,0,1,613.397
1,1,1,0,0,0,1,1,0,0,0,0,1,581.243
1,1,1,0,0,1,1,1,0,0,0,0,1,490.043
1,1,1,1,0,0,1,1,0,0,0,0,1,704.807
1,1,1,1,0,1,1,1,0,0,0,0,1,607.377
0,0,1,0,1,0,0,1,0,0,0,0,1,726.89
0,0,1,1,1,0,0,1,0,0,0,0,1,821.52
0,1,1,0,1,0,0,1,0,0,0,0,1,716.033
0,1,1,1,1,0,0,1,0,0,0,0,1,809.937
0,0,1,0,1,0,1,1,0,0,0,0,1,726.51
0,1,1,0,1,0,1,1,0,0,0,0,1,715.923
0,0,1,1,1,0,1,1,0,0,0,0,1,821.963
0,1,1,1,1,0,1,1,0,0,0,0,1,809.57
1,0,1,0,1,0,0,1,0,0,0,0,1,690.59
1,0,1,1,1,0,0,1,0,0,0,0,1,784.02
1,0,1,0,1,0,1,1,0,0,0,0,1,690.463
1,0,1,1,1,0,1,1,0,0,0,0,1,783.493
1,1,1,0,1,0,0,1,0,0,0,0,1,683.75
1,1,1,0,1,0,1,1,0,0,0,0,1,683.42
1,1,1,1,1,0,0,1,0,0,0,0,1,775.853
1,1,1,1,1,0,1,1,0,0,0,0,1,775.803
0,0,1,0,1,1,0,1,0,0,0,0,1,580.543
0,0,1,1,1,1,0,1,0,0,0,0,1,671.73
0,1,1,0,1,1,0,1,0,0,0,0,1,575.863
0,1,1,1,1,1,0,1,0,0,0,0,1,665.223
1,0,1,0,1,1,0,1,0,0,0,0,1,561.79
1,1,1,0,1,1,0,1,0,0,0,0,1,555.58
1,0,1,1,1,1,0,1,0,0,0,0,1,651.703
1,1,1,1,1,1,0,1,0,0,0,0,1,644.157
0,0,1,0,1,1,1,1,0,0,0,0,1,580.373
0,0,1,1,1,1,1,1,0,0,0,0,1,671.4
1,0,1,0,1,1,1,1,0,0,0,0,1,561.373
1,0,1,1,1,1,1,1,0,0,0,0,1,651.203
0,1,1,0,1,1,1,1,0,0,0,0,1,575.477
1,1,1,0,1,1,1,1,0,0,0,0,1,555.203
0,1,1,1,1,1,1,1,0,0,0,0,1,665.283
1,1,1,1,1,1,1,1,0,0,0,0,1,643.96
0,0,0,0,0,0,0,0,0,1,0,0,1,613.447
0,0,0,1,0,0,0,0,0,1,0,0,1,742.463
0,1,0,0,0,0,0,0,0,1,0,0,1,604.887
0,1,0,1,0,0,0,0,0,1,0,0,1,731.76
0,0,0,0,0,0,1,0,0,1,0,0,1,613.517
0,1,0,0,0,0,1,0,0,1,0,0,1,604.483
0,0,0,1,0,0,1,0,0,1,0,0,1,741.887
0,1,0,1,0,0,1,0,0,1,0,0,1,731.41
0,0,0,0,0,1,0,0,0,1,0,0,1,511.507
0,0,0,1,0,1,0,0,0,1,0,0,1,632.943
0,0,0,0,0,1,1,0,0,1,0,0,1,511.733
0,0,0,1,0,1,1,0,0,1,0,0,1,632.827
0,1,0,0,0,1,0,0,0,1,0,0,1,509.893
0,1,0,0,0,1,1,0,0,1,0,0,1,509.473
0,1,0,1,0,1,0,0,0,1,0,0,1,629.337
0,1,0,1,0,1,1,0,0,1,0,0,1,629.397
0,0,0,0,1,0,0,0,0,1,0,0,1,721.873
0,0,0,1,1,0,0,0,0,1,0,0,1,817.99
0,1,0,0,1,0,0,0,0,1,0,0,1,712.87
0,1,0,1,1,0,0,0,0,1,0,0,1,807.437
0,0,0,0,1,1,0,0,0,1,0,0,1,580.74
0,1,0,0,1,1,0,0,0,1,0,0,1,576.48
0,0,0,1,1,1,0,0,0,1,0,0,1,672.6
0,1,0,1,1,1,0,0,0,1,0,0,1,666.687
0,0,0,0,1,0,1,0,0,1,0,0,1,721.867
0,0,0,1,1,0,1,0,0,1,0,0,1,817.353
0,0,0,0,1,1,1,0,0,1,0,0,1,580.607
